RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3148324,"I am a fan of beaches with white sand and crystal clear waters like the beaches in Ko Lipe, Thailand. I've seen beaches like this in England, and that's saying something! Busy beach. Golden sands. Parasailing. Restaurants bars and shops.",3, April 2018
3148325,"Love KaronIt's friendlyEasily accessible to various attractionsWalking distance to market s, pubs and restaurantsRecommended if you want a relaxed laid back holiday destination",5, May 2018
3148330,"Sandy beach with umbrellas and lounges for hire. Massages available on the beach semi private. The sand is fine and although no surf, it was very clean. Close to shops.",4, April 2018
3148331,"Karon, Kata and Kata Noi are my favourite beaches in Phuket.  All have beautiful soft sand and crystal blue water but Karon seems to be busier and the area isn't as clean as Kata and Kata Noi.  I didn't like the dirty little river feeding into the sea on the far left side of this beach.  It has lots of water sports and places to eat and drink.",4, April 2018
3148333,"Huge long lovely beach , sunbed 100 baht for the day , Great swimming , and life  guards to.There is some big waves which I had fun on but could be difficult for younger children",4, April 2018
3148336,Beautiful beach but FULL of tourists and very boring. Kata offers many more activities. If you like to just sunbath without much movement and close to bars it might be good for you.,3, April 2018
3148337,"Beach is lovely, not too crowded, sea lovely and warm but waves a bit strong at times, i am a non swimmer! Very family orientated.",4, April 2018
3148338,A great beach. Calm clear waters and endless options of food drink and accomodation nearby. The northern end has a great group of beachside restaurants with delicious cheap food. To the southern end is a rocky outcrop with good snorkelling too,5, April 2018
3148339,"What can I say, Karon Beach is great. Food options galore. Safe fir kids - you can rent a beach chair for 100 BHT. loved Karon beach",5, April 2018
3148340,"Unlike the beaches in Puerto Vallarta where there’s chairs, umbrellas and many of the hotels have there own section of beach to cater toward there customers Karon is a true beach. When we came it was not over crowded and the few vendors we saw are not overly pushy or aggressive. Para-sailing is available on the beach but most individuals either just sun bathe, walk the beach and or play in the water. A life guard is on duty depending on the section of beach you are on. Just pay attention and you will be fine. Oh yes last but not least  I know my hotel supplied us with Beach Towels I cannot say the same with the other resorts so it’s not a bad idea to pack your own just in case. Come see for yourself you won’t be disappointed.",5, April 2018
3148343,"We just  stayed in Karon Beach for 12 days. It was a great base for exploring the island of Phuket. The beach itself is long and wide with the water being mostly very calm, due to the bay it sits in. It wasn’t very busy when we were there which was also great. There are lots of restaurants along the beach both at the far end toward Patong, where we stayed and more centrally near Karon town.We stayed at the Novatel, Karon beach which was a very family oriented hotel. It’s across the road from the beach and a short walk into Karon. It’s also a 5-10 minute trip into much busier Patong.There are lots of great restaurants in town. Our favourite was Two Chefs, great food and lovely staff and management( they also make yummy cocktails!!!)You can catch a local bus from the main temple in Karon. For 40 baht it will take you all the way to Old Phuket town, the weekend night markets, Chalong Temple or one of the big shopping malls. A great bargain and a fun way to travel.So, Karon Beach is beautiful, the people are lovely, there’s great food and cheap massages( Apple Massage was my favourite)What’s not to love?  A great place to stay!️",4, April 2018
3148344,"Karon beach, the actual beach is beautiful. A good alternative to Patong. Good selection of hotels, resorts and restaurants. Good central location on the island.",3, April 2018
3148345,The best time to visit Karon Beach is the early mornings around 6:00 a.m. when there is very less crowed and only walking tourist all around. Sea is generally calm and no touts or sellers to disturb you. Sea beach is very clean and people enjoy swimming there. Great location in Phuket.,5, April 2018
3148346,"It baffles me when people say this beach is clean. No, it is not. It is not even close to clean. There are massive rivers and streams of poo (not treated) going into the ocean in both ends and that raw material is diluted (not much, unfortunately) in the water you are swimming. BUT, it is the cleanest I could find. It is big, it is almost beautiful, definitely not paradisiac (no such thing in Phuket). The water temperature is fantastic though.If you are going to south Phuket this is the beach to keep you happy, but if you are still undecided if Phuket is a good beach destination, don't go and save yourself from disappointment. Unless you are used to really rubbish beaches, Phuket will not add any value to a beach holiday.",3, March 2018
3148348,"Super promenade en bord de mer, shopping, cocktails et soleilOn y trouve de tout, plaisir de s y rendre en tuk tuk",4, February 2018
3148349,Love Beach like  to hangout  and Walk along the beach and sit. White sands clean and safe recommend for to go there,4, April 2018
3148351,"We walked along the beach early every morning before the heat got too stupid and just enjoyed being there. Lots of people had the same idea so there were good people watching options. The main one for us was watching people who had hired photographers flouncing around,go look and see.We were staying at the Beyond resort right at the end of the beach so didn't have to hire loungers etc,we enjoyed the beach without actually being on it during the day.I would say this is the best beach in the area.",5, March 2018
3148353,What a lovely place with a great clean beach and safe. The area is full of good quality hotels and lots of restaurants one of the best we found was Bai Toey which was good Thai cuisine between the Old Phuket Hotel and the beach on Karon road. Try it you won’t be disappointed. We ate there more than once and enjoyed it each time and that is very rare for us to return to the same place.,4, April 2018
3148354,"Great to visit, clean sand and very friendly people around. If you are in Phuket this is definitely a beach worth seeing.",4, April 2018
3148355,"Lovely beach and wasn’t too busy. Very clean although we struggled to find a bin! Last time I visited Karon was in June 2015, and I remember the water being extremely choppy and we weren’t allowed in the water due to the riptides. It wasn’t the case this time and the water water very calm. I guess it changes within the next few months",5, April 2018
3148356,"The beach wasn’t overly busy, on a 33 day. The water was beautiful and the lifeguards were on duty.",5, April 2018
3148357,"Much quieter and less hectic than Patong Beach. Not as many food shops and such, but not as many hawkers either.",4, February 2018
3148359,"this is a very beatiful and calm beach at the best cost of Phuket, I recommend it. There are good and no so expensive hotels in this place.",4, April 2018
3148362,"I used this beach very much because I stayed at the Hilton. Quiet, quiet and immaculate beach. the mess inside the city and the crowd does not exist here. Nature, sea and you. The water is sometimes very hot but clean and crystal clear. But when the beggining soma starts the tide, it goes back 90-100 meters and it gets a bit blurry.",5, April 2018
3148366,"With a distance like 15 mins away from central Patong, this is basically my most recommended beach in Phuket as not as crowded as other beach in this city. Clean beach, beautiful sunset and still a convenient location. Restaurants nearby and honestly. I will much prefer to stay in this beach more than the others.",5, April 2018
3148367,"While living in Singapore, Karon Beach became a destination of choice for relaxing long weekends.  Thought we would visit again after having left the regions a number of years ago.  We stayed at a local hotel but as we wandered the streets and enjoyed the beach we were overcome by the stench from the open sewers, annoyed by the crabby, rude, and downright impolite vendors and store clerks, the traffic was madness and the infrastructure was crumbling all around us.  All these changes made for a bad experience.  Not coming back to Phuket.",1, April 2018
3148368,"This beach is just beautiful, fine sand for miles and not too many boats to destroy the atmosphere.Could spend a week in the warm waters which are so clear.",5, April 2018
3148369,"We’ve been to Phuket many times for the past twelve years and Karon had always been our favourite beach. It is not as crowded as Patong, yet not too far away from the necessary amenities and good food. However, we are very disappointed that this trip since our last visit four years ago did not give us the same positive feelings about Thailand anymore. The influx of tourists from certain countries with many lacking in manners and consideration for others seems to have taken a toll on the locals. They have become less friendly and even rude to customers at times. We no longer experience the land of smiles, and customer service is poor if it exists at all. The infrastructure does not support the increase in the number of tourists visiting, and the whole place stunk like an open sewer. While we have met some friendly people this time, we are unlikely to visit this island again.",2, April 2018
3148371,Nice clean activity beach. Lots of safety regulations with the jet skis and paragliders. Lots of good restaurants too.,4, April 2018
3148373,"We had a great time in Phuket in March.  It was very hot, but was to be expected and was a welcome change from the weather in our home state of Michigan.  I would highly advise visiting this beautiful island.  We had an excursion every day and visited many locations on the main island as well as many small islands in the surrounding area.  I would not recommend this vacation for small children as the ones we saw seemed to be quite bored.  Teens would likely enjoy and of course adults.  The nightlife was amazing and much calmer than Patong.  So many places to see and eat great food.  Highly recommend!",5, March 2018
3148374,"Stayed for 10 days at Old Phuket Hotel, just off Karon beach.  The beach itself is lovely with soft white sand.  It was very hot in April but you can hire beach chairs (pair) for 200 baht (£5 approx.) which are well worth while.  The beach is long in nature but you are warned about rip tides on it and what to do.  There are the usual array of surf boats, jet skis and para-gliding to partake of.  A lovely beach to visit and about 400 yeards from our hotel.  There is also a corniche on it with stacks of small shops and restaurants.",5, April 2018
3148376,What a beautiful beach! A must visit place in Phuket! The water was not polluted as there were not many shops/stores/restaurants behind the beach. Unfortunately the red flag was raised that day and I haven't enjoyed swimming.,5, April 2018
3148377,Beach is nicer and less crowded than patong. White sand and there are water sea sport activities to choose from here as well,5, April 2018
3148378,The beach was stunning . Sun beds were 100bahts each plus a umbrella. The sea was sometimes choppy . It was nice to go and have a dip when the weather was so hot.There was a lot of sellers up and down selling anything from ice lolly’s to hammocks. After a few hours it got on your nerves. There was supermarkets over the road if you needed refreshments.,5, March 2018
3148383,"Beautiful beach, gets quite busy but it is lovely. Arrive early to beat the crowds. Right in the town with lots to see and do.",4, April 2018
3148384,Really nice and less crowded than Paring. Water is warm. Across from Hilton hotel. Not too many fish but the water is clear.,5, April 2018
3148388,"We didn’t use this beach a great deal as our hotel had a lovely pool area but it is a great place. It has something for everyone and whether it is lone travellers, couples or families with children there is lots to do.The beach itself is lovely white sand and it’s nice to walk along if you want some exercise. There are lots of shops, bars and restaurants along the way and sunbeds with umbrellas can be rented cheaply.",5, April 2018
3148389,Karon beach is pretty busy but a lovelt long stretch of clean sand. There are lots of water sports going on. There are some sun lounger but most people just lay on the sand. The sea can be quite rough and we were bitten a lot by sea mites while swimming.,4, April 2018
3148391,"Value for money, professional  friendly and prompt service, amazing shirts and other garments purchased from Sam at a very reasonable price. All ways has the products ready when promised and have never had any comebacks",5, April 2018
3148392,"Clean beach, less crowded/dirty than Patong Beach. The water was clean, however I was expecting crystal clear blue water with warm sand, and none of the beaches on Phuket really offer that.",3, January 2018
3148394,Early morning this beach is amazing but by 10am it's very busy . The sand is so fine it squeaks when you walk on it .plenty of Sunbeds to rent 200bht.a day. & the rocky area behind the beyond hotel provides good snorkelling with many different colourful fish to see.,4, April 2018
3148396,Karon beach is very big beach with very good views  ok for swimming etc..mostly crowded  but since its big it accomadates  2 beds .  1Umbrella u can get on beach which is a standard price in Phuket..,4, March 2018
3148399,Much nicer than Patong because it’s not crowded. The food here is also delicious. I felt safer walking around at night. The small shops in the plaza were nice. Overall a great beach!,5, April 2018
3148400,best beach in terms of location and connectivity. just 20 minutes away by bike from the patong beach.,5, March 2018
3148401,"Karon Beach , lovely place to visit , night markets near beach are awesome , restaurants and food in Karon are great , bars are good and friendly people , the Thai people make you welcome and never stop smiling",5, April 2018
3148404,We booked to stay in the Karon resort in Phuket so that we could dip in and out of the madness of Patong as we wanted a chilled out holiday. Having done trips to other parts of Thailand we realised that there are much more scenic places to stay. Karon Beach is large and crowded and nowhere near as pretty as the beaches we saw in Krabi and Phi Phi. Areas of the resort were pretty smelly and felt quite unclean...that said it was much more chilled out than Patong. It depends what you are looking for in Thailand but if I  were to visit the country again I would visit Krabi for sure.,3, April 2018
3148405,Karon beach is lovely. Very happy to have picked this area to stay over the others. Appeared to me to be more cleaner but do check cleanliness of toilets before choosing your restaurant!!! X,5, March 2018
3148406,"Karon beach is a great place. Close enough to visit patong but far enough away for some peace and quiet! Good street markets, nice restaurants and a beautiful long beach. Sun beds are 200 baht for 2 beds plus an umbrella. Sea is beautiful and lots of activities offered along the beach. Good nightlife but all closes pretty early, around 10-10:30pm.",5, April 2018
3148407,This beach is ever so clean. The sand makes a bizarre squeaking noise underfoot which is quite a delight to hear. There are plenty of bars and restaurants just on the other side of the road. I am unsure if there are umbrellas etc to hire as we visited near sundown each day. The heat is quite intense!,5, April 2018
3148408,i love karon beach as its clear and beautiful. just like kata noi and kata. these beaches should be an option rather than patong beach,5, March 2018
3148409,"Karon Beach was very beautiful, but lacks shade other than the 100 baht chairs/umbrellas.  The day we were there a massive rain storm came and lasted for an hour before we packed up and left.  Keep in mind that we are from Seattle and very use to rain...and out waiting it.  There were taxi's easily available at the stand down the main street.  We had several hours here before the rain came in and loved it.  There were A LOT of beach sellers around, but they were easily put off by a polite ""no thank you.""  This is a vast sandy beach with beautiful green water.  This beach was suggested to us by the tour desk of our hotel in Patong...she said it was one of the cleaner large beaches around, and I would agree.  There was a pretty strong undercurrent that made me nervous for the little kids playing away from their parents, but everyone seemed to be having fun.  I would not have let my 7 year old play alone in this water.  This beach was much nicer than Patong Beach, but Patong was a better place to stay for us-more shops, markets, restaurants etc.  We did not once go in the water at Patong solely based on what it looked like.  And we jumped right into Karon Beach's water.  It cost us 300 Baht to take a taxi from Patong to Karon...and as a side note that taxi turned out to be a karaoke taxi...complete with microphone, flip down video screen, disco light and tamborine... it felt like Cash Cab and made the ride feel like it was not far at all.",4, April 2018
3148411,"Not too bad, but not too clean, many people,  water was ok. A bit disappointing for a ""white sand clear water Thai beach""...",3, April 2018
3148412,"We are currently staying at Centara Grand Beach Resort which is situated at the Patong end of Karon Beach, the beach is great for a walk and there is a lot to do, the sea is also lovely for a swim but there is a strong current so beware of that.",4, April 2018
3148416,"Our first day in Karon we decided to go to the beach.. it was sooo overcrowded and a struggle to get a sunbed. Even so when we did I felt like i should of been having lunch with the person next to us we were sat that close! The sand is lovely when you get down to the sea however the further back you go it is very dirty and full of rubbish.. I.e. cigarette buts, dead rats, plastic etc.We visited Nai Harn beach and this was 100 x's better! Don't waste your days on Karon beach.. get a took took to Nai Harn, it is well worth it!",3, March 2018
3148419,"Posiblemente uno de los peores lugares que vi en mi vida. Una playa completamente sucia, llena de gente que fuma y se amontona. Inexplicable.",1, March 2018
3148420,"For us, this was a quieter beach to go to compared to Patong up the road and we are so happy we stayed here.Highly recommend the beach, very clean and clear water and no issues with swimming and rips or undertows. The beach is up there with the best I have swam in anywhere in the world and I have been to some places.",5, March 2018
3148421,Karon beach at everything I see the sun very beautiful .At Karon beach we have  many  thai food restaurant offeringdelicious.,5, April 2018
3148422,"As compared to Patong, this area is less busy& crowded so you can really enjoy lounging in the beach and walking around the shops. There's also lot of reasonably priced seafood places for dinner.",5, March 2018
3148424,The beach and shops plus restaurants along the parallel roadside offer tourists a lot of scope. Day and night. Please be careful of rip tides. There have been several drownings. It will help if you speak Russian.,4, March 2018
3148426,"It’s a very nice beach, they rent sunbeds and there are small kiosks where you can buy cold drinks. You can also rent jet-ski and other water-activities. I feel this is a safe beach. Nice and clean.",4, April 2018
3148429,"Big, sandy, long...but unfortunately rather overcrowded, disappointingly dirty and full of tourists (sadly mostly Russian it would seem) who have little time and respect for local culture, people or the environment. Better options heading further south towards Kata Noi",3, April 2018
3148430,Loved this place so much last year couldn’t wait to return. There is something for everyone at this resort. Costs about 400bht for a taxi to Paton which is really busy.,5, March 2018
3148431,"Quite busy during our 3 week holiday,seemed that you needed to be down early for beds and umbrellas.many activities on beach,paragliding,volleyball, etc,beach slightly  dirty from road,but when you have gone 30 yds its nice and clean.gymnasium  (free) chromed at each end of the beach.6 or so pieces. Many bars directly across a very busy road plus restaurants. Nice walk to Kata beach.",4, March 2018
3148433,"Great place for families. We never got hasseled, or harrased and felt safe walking around at all times.  Loved the markets and people.  Beautiful beach for swimming.",5, March 2018
3148434,"We booked a hotel at Karon Beach that was directly across the street specifically because we wanted easy access to the beach and sea and some of the reviews sounded like it was clear and beautiful. However, after checking into our hotel we crossed the street to the beach and discovered it was filthy (cigarette butts, wrappers and garbage among the trees) and incredibly crowded to the point of being uncomfortable. The water itself appeared clear and the sunset view from the beach is lovely, if you don't mind standing there among a kazillion tourists to watch it.  There were a number of families with children and it seemed like the kids were having a great time in the water though. There are people para-sailing overhead, which was interesting to watch. When you get closer to the water the beach becomes cleaner, but among the trees in the shade and near the beach chairs it is dirty and disheartening.After the initial disappointment, I gave the beach another try in the morning when there were fewer people there. I walked through the garbage-littered trees again and decided to sit down in one of the many rows of now mostly unoccupied beach chairs facing the sea for a few moments. Soon after sitting down, I was accosted by what I was later told was one of  the ""beach mafia"" who was standing there with a rake, not cleaning up the dirty beach but instead harassing me to pay him baht to sit in a chair, even though it is a public beach (directly across from our hotel) and most of the chairs were empty that time of the morning. He yelled and threatened me until I finally got up and left, as I was not going to pay baht to sit among garbage.This is not the beach we imagined from the photos, nor from other reviews here that we have read. You would think they would make more of an effort to keep this beach clean. Sorry we came here; it was the low point of our visit to Thailand.",2, March 2018
3148437,"Comparing the Patong  & Karon beaches, I'd like to choose Karon beach.It is a little far from the Patong city  so less people are there . Lovely sands, beautiful birds  & silent area are some advantages of this beautiful beach",5, March 2018
3148438,"i just visited the south end of Karon Beach... I walked from Kata. Lovely, well worth a visit. I was partic impressed at the variety (and price) of the food and drink around here! Phad Thai's for 60 Bhat from the beach restaurants, Mojito's from street vendors for 50 Bhat... Great value!",4, March 2018
3148439,Very close to alkt of hotels very clear water in the low populated areas and very fun activities also there are people who sell alot of handy stuff for example ice cream,5, March 2018
3148440,Very nice beach and clear waterGood restaurantsGood marked on saturdayVery good hairdresser10 min to Patong,5, March 2018
3148442,"Lovely sandy beach with a small shop offers beach chairs with umbrella, drinks and fruits  and also few water sports You can spend whole day here happilyLoved the place ️",5, March 2018
3148443,"Only a few minutes up from patong beach, is Karon beach.  200% better. Clean, friendly, not as drunken and raucous, good for us, unless drunken is what you are in to. Nothing wrong with that. Markets Tuesday and Friday.  Good food and bar choices, locals lovely.",4, March 2018
3148447,"One should definitely visit Kata Beach while in Phuket. It's a very clear beach with mild waves. Surrounded by small hills and lush greens, it looks absolutely wonderful.",5, March 2018
3148448,"We were taken to the most popular view points and a few other highlights on the Sunday, after our arrival and this was truly a remarkable way to see some of the highlights of Phuket!",5, March 2018
3148449,"There are a very number of visitors to Karon Beach but there are no toilets or showers, there is piles of litter all over the place and the traffic.....you have to see it to believe it. Very high levels of exhaust polluction",3, March 2018
3148450,"Karon Beach with its long beach stretch and the town adjactent to it is in my eyes the ideal combination for being at a nice beach (better than e.g. Patong) but not far from some ressources that a town offers. The beach is clean, the water is warm and shallow. Some activites as parasailing and jet-ski are offered. Sunbeds and umbrellas can be rented. Moving around, if not walking on the beach, has become expensive as the ""taxi"" and tuktuk organisations fixed the prices and now ask for 200 baht just for a short hop. For me it is now even more important to choose a centrally located hotel, in walking distance of e.g. beach / town / restaurants.",4, March 2018
3148453,"As I first time  here, can say, that is lovely  place to stay!Much Sun,The nature  is beautiful!A lot of restaurants and bars! Fruts are so different  and tasty!!!!Hope to visit this place again!",5, March 2018
3148454,"Have traveled to Phuket many times and i have noticed the improvement in the beach area.The beach was calm with little waves for this time of the year. I have also noticed that a number of beach chairs and umbrella's are up which were once removed. The beach was clean with cleaners working each morning and afternoon to keep it that way, will return soon",5, March 2018
3148456,Lovely beach! very clean and seeing the fish close to the shore! plenty of eateries and nice shops nearby.,5, March 2018
3148457,"Large beach with beautiful soft sand and lovely warm sea! Watersports available to hire (Jet skis. parasailing, banana boats etc).Sun loungers and umbrellas also available for hire, but we arrived at 10am one day and they were all taken so arrive early (or later in the afternoon) if you want one. Lots of people take their own parasols. Beach vendors walk up and down selling fruit/drinks/ice creams but are not pushy or overbearing.Lots of restaurants and places to get cold drinks on the promenade behind beach. As the beach is so big, even when ‘busy’ it doesn’t feel overcrowded.",4, March 2018
3148458,Karon beach pantainya lebih panjang dari dari pantai lain. Kalau nak private pantai boleh pergi sini. Karon beach tak terlalu penuh dengan orang. Pantai dan air lautnya cantik,5, March 2018
3148461,"If you are heading to Phuket for the first time, then this should be on your list of potential places to stay. The town is a good size with plenty of shops, bars, and restaurants to choose from but is not as crazy and chaotic as Patong. However, it is still a close cab ride if you want to head to Patong at night for more action. The beach is beautiful and the water is clam, clear, and warm. Along the beach road there are plenty of shops and restaurants which is perfect. We also visited Patong, Surin and Kamala beach on this trip...all of which are nice. Surin has a beautiful beach, but it lacks the amenities that are found at the other beaches. Patong itself is a zoo...lots and lots of people. Kamala would be a good option to stay as well, but Karon is bigger and you have more options in Karon. Be prepared to be surrounded by Russians. We went in Phuket in March 2018 and Russian is the predominant language you will hear around you (at all beaches). In fact, I didn't hear many other languages being spoken on my trip. Don't worry though, most Thai people speak some level of English at the beach and you should be fine. The menus will be in English, Thai, and many times also in Russian.  If you are worried about language problems, you can buy a SIM card at the airport for your phone so that you have Google translate with you, but it isn't necessary. Overall, I would highly recommend staying at Karon beach...it has everything you need.",5, March 2018
3148464,Great for swimming much better than patong. Very hot and no shade. You can hire mats and there is drinks for sale.,3, March 2018
3148470,I went here with my mum and we ordered 5 dishes and 2 drinks and paid as little as £15 for great amazing food! i would recommend this place to my friends!,4, March 2018
3148474,We stayed at a hotel just across the street from this beautiful beach. The water was clear and warm. Very minimal undertow which made it quite easy to swim.,5, March 2018
3148475,The beach is stunning & never crowded. You have to be careful in sea as current changes very quickly & you can be swept into waves. There is water sports you can do & people selling different items along beach but never bother you. Fabulous walk along beach with sea air to cool you down in the heat. Fabulous.,5, February 2018
3148483,"Karon beach is okay. Be early, recommend 08- 08.30 if you want a bed. Rent a day: 200 Thb. Cold drinks are available. ( Beer, water)",3, March 2018
3148494,Our hotel was near the beach .... sea was perfect and good for scuba and swimming. But you have to protect your skin. Sun is very stong with solty sea... swim with hat and tshirt should be .... otherwise you’ll have too much sunfire ....,5, March 2018
3148500,"Beautiful large beach, lots of room, nice to look at. Beautiful sunsets. Currents are known to be quite strong (ask scuba divers and surfers) so I would be very careful swimming. We didn't at the recommendation of our scuba instructors. Kata beach (slightly south) is more for swimming.",5, March 2018
3148505,"Good for swimming, jogging and strolling. Some folks played volley ball on the beach side. White sandy beach I love it so much!",5, March 2018
3148506,"Great beach with lots of options, sailing, paragliding and jet skis. Not too crowded at least when we were there.",5, February 2018
3148508,"We were almost daily at the sunset, in the middle of the Karon beach - except Sunday there were just a few people. The sand is almost unreal, the water always clean. A few watersports that was not disturbing.",5, March 2018
3148512,"Al lado de la playa de Paton  las dos son las playas más feas que he visto en mi vida.  Llenas de gente y son peores  que la playa de Levante de Levante en Benidorm, son horrorosas,yo aquí no podría un pie en mi vida",1, March 2018
3148513,The beach is prettyWe have to pay 200bath for the chair and the service finished at 5pm.The water of the beach is clear and crowded,4, February 2018
3148515,Karon Beach is a safe swimming beach very clean water and very calm. Great place for a holiday with plenty of resturants and bars to keep you busy. There are water activities a plenty on the beach to entertain those wanting a little adventure.its worth a visit when in Phuket,5, March 2018
3148516,"The one of the longest beaches in Phuket . Nice beach with soft sand . Not very crowded in high season . Toilets and showers are not there . Smoking  is allowed only in entrance to the beach,good idea.",4, February 2018
3148518,If you want a sun bed and umberella you need to arrive early as this is a very popular area. We noticed that the pool in our hotel was quiet and when we went to the beach we discovered why! The water is lovely and warm and beautifully clear. There are plenty of bars and restaurants just off the beach and plenty of vendors walking past selling a variety of wares.,5, February 2018
3148521,"Karon Beach in Phuket is a beautifull, clean and large beach near the lovely center off Karon City. There are many good hotels, bars and restaurant. Shopping is also possible.You can walk on the beach near the beautifull water in white sand.",4, February 2018
3148522,beautiful long beach but sometimes very dangerous to swim (rip currants)that is important to know especially in summertime  - check the red flags,5, February 2018
3148528,"Stayed in Karon for 5 days. This beach is great. Warm clear water. Its Clean, safe and friendly. Lots of families with children of all ages. Good choice of food and drink places, with lots of watersport to chose from.Very nice place for a days chilling, watersports or a romantic walk",4, February 2018
3148530,Small and nice beach close to Patong beachNice beach but also here plollution danger since still illegal dumping of wastewater by hotels. This is known by authorities but nothing is done. so when the wind comes from the sea wastewater is polluting beach,3, February 2018
3148536,We took a beach bag from the hotel.We ate ice-cream.we did para gliding.I bought a swim sute.We took a umberaala and a chair from the beach.I had a lot of fun.,5, February 2018
3148538,"Very long beach with clear water and fine sand. Too crowded (January), not surprisingly. Air +30, water +30.",5, January 2018
3148542,"I expected more from the reviews and the pictures of Karon beach but honestly it is not that nice. At 11.30 am it was crowded, we could not get a bed and had to leave. The entrances to this beach are strewn with litter and there are few if any bins.We only went on two occasions because of this, we took a taxi to Kata beach and although we managed to get beds it was not much better and not worth the trip.  The water is warm and inviting but the area is not.",3, February 2018
3148543,"I would say Karon Beach is much better than Patong Beach as it is less crowded than Patong beach. The water is also clearer than Patong Beach. There jet ski and parasailing activities here too.The only drawback is that there’s no safe swimming zone separated out with the zone for the jet ski or speed boat coming and go. There’s a life guard watch tower but no life guard is to be seen. Not sure whether it’s the guard not wearing anything identifiable or there isn’t any on duty at the time we were there.We arrived at around 4pm and the sun was very hot. We rented two sunbathing chairs along with a huge umbrella shading us at 200Baht, for unlimited time. It’s nice just lying on it with your sunglasses on, either reading on your favorite book or just to take a nap. The breeze was nice despite the hot striking sun.There’s a place for shower, opposite the Karon Beach, across the road, behind a complex (around 200meters away from Karon Beach) costing 20Baht/person.There’s also few restaurants lining in a stretch along the road opposite the Karon Beach.The sunset view was beautiful. And the sand is soft and fine.I would love to come back here again.",4, February 2018
3148545,This is the best place I can recommend you stay and visit . Brilliant place so peaceful and wonderful .,5, February 2018
3148549,"Pantai ini cukup terkenal di phuket. Di sekitar pantai ini banyak hotel dan cafe. Di pintu masuk pantai ini terdapat patung ular naga khas thailand. Pantai ini sangat ramai dikunjungi turis. Pemandangannya biasa saja. Tapi garis pantainya lumayan panjang, hamparan pasir cukup halus dan bersih.",4, January 2018
3148550,Amazing Beach with Amazing Sunsets. Ocean was calm and not too cold. You can take drinks to have by the ocean and floaties which is a plus too!,5, January 2018
3148552,We visited the section of the beach across the road from the Hilton Acadia Phuket.  The beach is not too crowded and the water is a beautiful clear aqua.  The sand is fine and white and there are no rocks as far out as we walked.,5, February 2018
3148562,This is a beautiful beach with soft white sand. The water is clear and generally calm. You can rent jet skies or para sail. We tried snorkeling but there were few fish. You can walk and get tasty food and drinks. There are cabs near by. It is safe and they have security to cross the street back to the hotel,5, February 2018
3148563,"Awesome Beach across Novotel Karon Resort , not too crowded and relaxed , soft sand , options for water sports although pricey ( 1500 THB for 30 mins JetSki Ride )",5, February 2018
3148564,"If you like beaches that offer long walks on hard packed sand and wonderful views of ocean, mountains, and a Big Buddha, you can't do better than here. Best to check on-line for time of low tides and then come for your walk.",5, February 2018
3148570,"Nice, beach where you can take a long walk or enjoy the warm water. You should absolutely visit while in Phuket",5, February 2018
3148571,"One of the finest beaches in phuket...white sand!The time on the beach is Nice and soul soothing if you staying in one of the hotels on karon beach than you have the beach to yourself...Entertainment: A plus point , theres water sport on the beach from jetskis to parachuting etc",5, February 2018
3148573,"Nice and clean beach, but to few sunbeds. Is only in some aires of the beach. You should get there early...",3, February 2018
3148578,Very large beach stunning sand and very clear hot water just like walking into a bath very hot def need some shade if sunbathing plenty beds and brollys to rent,5, February 2018
3148580,"Karon vs Patong? If you have kids, Karon is the better place. The streets are less X-rated. Cool because the beach is long & very pristine. It has the beach chairs umbrellas, the mom & pop food stalls and 5 star resorts. Snorkeling for beginners can be found at the very south end of the beach in front of Beyond resort",5, February 2018
3148582,Not bad - same same and NOT different to any other. Embarrassing foreigners abroad. Usually shops and bars.We didn’t go on to the beach as it was always busy and we don’t like to sit with others.,4, February 2018
3148583,Long and not crowded.You may find lots of stores around. But I would like it to have more shadowed places.,4, February 2018
3148585,"2nd time here, but huge difference. Full of tourists on the beach, not as quiet as before. The worst thing is the shop seller. Agreed with one of the reviewer that they are aggressive if you don’t buy their stuffs after enquiring it. Happened twice to me and my mum. Will not come back.",1, February 2018
3148587,"We went to Phuket while on a cruise and had a day at Phuket. The ship disembarked at Patong beach and we were really disappointed since it was extremely commercial and crowded. We went walking around the beach and spoke to a few store owners who suggested to go to a nearby beach called Karon beach. It was a good decision to go to Karon beach. The beach was very beautiful and very less crowded. Or I guess the beach is very long and hence you don't really get the feeling of it being stuffy. There are also small stalls / stores to buy souvenirs. You can get a few options of water sports activity at the beach like jet-ski, paragliding, banana ride etc. I suppose the beach is not swim safe and hence there were red flags around.We spent a couple of good hours at this place and had our lunch at the nearby restaurant.",5, January 2018
3148589,I love living summer while it is winter in my country. I m renting an apartment in rawai and i was checking karon as an option. But it was over crowded and beach was next to main road. Thats why it didn't suit me. Rawai and nai harn beach are better for long term stay,5, February 2018
3148594,An excellent beach with plenty more trees and shaded areas before the beach actually starts.Only given a 4 star rating because Kata beaches water was just that slight bit better. But you won't be disappointed either way I promise. Be sure to visit Dino golf during the hottest part of the day while here!,4, February 2018
3148596,"Wide shore, beautiful yellow sand, enuogh umbrellas, great waves, warm sea, sometimes wifi too (from Ban Karonburi hotel), what else you need?",5, February 2018
3148607,Beautiful beach with amazing landscapes and wildlife...you will GReAT great views at sunset...worth a visit,4, February 2018
